,Site_name,Project_name,Workbook_name,Dashboard_name,Sheet_name,Datasource_name,Database_name,Database_connection,Number of columns,Column_name,Table_name
218,890Portal,Default,ESG Insights,ESG Insights Dashboard,Country Wise Comparison,Sheet4 (ESG Data),ESG Data.xlsx,excel-direct,14,"Energy use (kg of oil equivalent per capita),Electricity production from coal sources (% of total),CO2 emissions (metric tons per capita),GDP growth (annual %),Year,Fossil fuel energy consumption (% of total),GINI index (World Bank estimate),Fertility rate, total (births per woman),Energy imports, net (% of energy use),Renewable energy consumption (% of total final energy consumption),Control of Corruption: Estimate,Forest area (% of land area),Food production index (2004-2006 = 100),Country","Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4"
219,890Portal,Default,ESG Insights,ESG Insights Dashboard,Yearly Comparison,Sheet4 (ESG Data),ESG Data.xlsx,excel-direct,14,"Energy use (kg of oil equivalent per capita),Electricity production from coal sources (% of total),CO2 emissions (metric tons per capita),GDP growth (annual %),Year,Fossil fuel energy consumption (% of total),GINI index (World Bank estimate),Fertility rate, total (births per woman),Energy imports, net (% of energy use),Renewable energy consumption (% of total final energy consumption),Control of Corruption: Estimate,Forest area (% of land area),Food production index (2004-2006 = 100),Country","Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4,Sheet4"
220,890Portal,Default,Peek-a-Insights,Gross by Genre,Sheet 2,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,1,genres,movie_metadata
221,890Portal,Default,Peek-a-Insights,Gross by Genre,Sheet 1,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"gross,genres","movie_metadata,movie_metadata"
222,890Portal,Default,Peek-a-Insights,Gross by Genre,Sheet 3,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"country,gross","movie_metadata,movie_metadata"
223,890Portal,Default,Peek-a-Insights,Gross by Rating & Runtime,Sheet 6,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"duration,gross","movie_metadata,movie_metadata"
224,890Portal,Default,Peek-a-Insights,Gross by Rating & Runtime,Sheet 5,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"duration,gross","movie_metadata,movie_metadata"
225,890Portal,Default,Peek-a-Insights,Gross by Rating & Runtime,Sheet 4,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"imdb_score,gross","movie_metadata,movie_metadata"
226,890Portal,Default,Peek-a-Insights,Gross By Certification & Public Poles,Sheet 7,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"gross,num_voted_users","movie_metadata,movie_metadata"
227,890Portal,Default,Peek-a-Insights,Gross By Certification & Public Poles,Sheet 11,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"content_rating,gross","movie_metadata,movie_metadata"
228,890Portal,Default,Peek-a-Insights,Gross By IMDB Ratings,Sheet 8,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"movie_title,imdb_score","movie_metadata,movie_metadata"
229,890Portal,Default,Peek-a-Insights,Gross By IMDB Ratings,Sheet 10,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"imdb_score,gross","movie_metadata,movie_metadata"
230,890Portal,Default,Peek-a-Insights,Gross By IMDB Ratings,Sheet 9,movie_metadata (movie_metadata),movie_metadata.xlsx,excel-direct,2,"imdb_score,gross","movie_metadata,movie_metadata"
231,890Portal,Default,Invoice,Total Invoice,Invoice Total - Date,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,8,"Theatre,Invoice Total (Local),Release Long,Territory,Circuit,Currency Code,Division,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
232,890Portal,Default,Invoice,Total Invoice,Sheet 4,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,8,"Theatre,Release Long,Territory,Circuit,Invoice Number,Currency Code,Division,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
233,890Portal,Default,Invoice,Total Invoice,Sheet 3,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,19,"Theatre,Invoice Total (Local),Release Long,Admissions,Territory,Charge Net (Local),Playweek Start Date,Circuit,Invoice Number,Advertising,Other Amounts,Net After Deductions,Currency Code,Charge VAT (Local),Film Rental,Division,Interest,Invoice Date,Gross","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
234,890Portal,Default,Invoice,Total Invoice,Sheet 5,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,8,"Theatre,Invoice Total (Local),Release Long,Territory,Circuit,Currency Code,Division,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
235,890Portal,Default,Invoice,Total Invoice,Top 5 Theatres - Invoice Total,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,8,"Theatre,Invoice Total (Local),Release Long,Territory,Circuit,Currency Code,Division,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
236,890Portal,Default,Invoice,Tax,Top 5 Theatres - Base Tax,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,9,"Theatre,Invoice Total (Local),Release Long,Territory,Circuit,Currency Code,Charge VAT (Local),Division,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
237,890Portal,Default,Invoice,Tax,Base Tax Amount - Date,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,8,"Theatre,Release Long,Territory,Circuit,Currency Code,Charge VAT (Local),Division,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
238,890Portal,Default,Invoice,Tax,Sheet 7,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,14,"Theatre,Invoice Total (Local),Release Long,Territory,Legal Entity Address,Legal Entity,Circuit,Invoice Number,Legal Entity Fiscal Code,Currency Code,Charge VAT (Local),Division,Customer VAT Number,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
239,890Portal,Default,Invoice,Tax,Sheet 9,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,8,"Theatre,Release Long,Territory,Circuit,Currency Code,Charge VAT (Local),Division,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
240,890Portal,Default,Invoice,Tax,Sheet 5,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,8,"Theatre,Invoice Total (Local),Release Long,Territory,Circuit,Currency Code,Division,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
241,890Portal,Default,Invoice,Gross,Sheet 12,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,8,"Theatre,Release Long,Territory,Circuit,Currency Code,Division,Invoice Date,Gross","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
242,890Portal,Default,Invoice,Gross,Sheet 99,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,20,"Theatre,Invoice Total (Local),Release Long,Admissions,Territory,Charge Net (Local),Gross Deductions Amount,Playweek Start Date,Circuit,Invoice Number,Advertising,Other Amounts,Net After Deductions,Currency Code,Charge VAT (Local),Film Rental,Division,Interest,Invoice Date,Gross","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
243,890Portal,Default,Invoice,Gross,Top 5 Theatres Gross,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,9,"Theatre,Invoice Total (Local),Release Long,Territory,Circuit,Currency Code,Division,Invoice Date,Gross","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
244,890Portal,Default,Invoice,Gross,Sheet 5,Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,8,"Theatre,Invoice Total (Local),Release Long,Territory,Circuit,Currency Code,Division,Invoice Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
245,890Portal,Default,Invoice,Gross,"Gross, Invoice Total - Date",Sheet1 (Syntheticnew_500),Syntheticnew_500.xlsx,excel-direct,10,"Theatre,Invoice Total (Local),Release Long,Territory,Circuit,Currency Code,Charge VAT (Local),Division,Invoice Date,Gross","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
246,890Portal,Default,Backtest Asset Allocation Dashboard,Asset Allocation,Sheet 6,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Asset Class,Client,Allocation  (%)","'Asset Allocation$','Asset Allocation$','Asset Allocation$'"
247,890Portal,Default,Backtest Asset Allocation Dashboard,Asset Allocation,Sheet 5,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Asset Class,Client,Allocation  (%)","'Asset Allocation$','Asset Allocation$','Asset Allocation$'"
248,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Performance,Sheet 9,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Client,Metric,Performance Values","'Annual returns$','Portfolio Performance$','Portfolio Performance$'"
249,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Growth and Returns,Sheet 16 (2),Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Year,Client,Balance","'Annual returns$','Annual returns$','Annual returns$'"
250,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Growth and Returns,Sheet 16,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Year,Client,Returns (%)","'Annual returns$','Annual returns$','Annual returns$'"
251,890Portal,Default,Backtest Asset Allocation Dashboard,Annual Returns and Balance Data,Sheet 11,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,5,"Year,Client,Balance,Inflation (%),Returns (%)","'Annual returns$','Annual returns$','Annual returns$','Annual returns$','Annual returns$'"
252,890Portal,Default,Backtest Asset Allocation Dashboard,Risk and Return Metrics,Sheet 10,Asset Allocation Data v1,Asset Allocation Data v1.xlsx,excel-direct,3,"Metric,Client,Values","'Risk and Return Metrics$','Risk and Return Metrics$','Risk and Return Metrics$'"
253,890Portal,Default,Backtest Asset Allocation Dashboard,Drawdowns,Drawdowns for Historical Market Stress Period,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,5,"Client,Start,Stress Period,Drawdowns (%),End","'Annual returns$','Drawdowns for Historical Market$','Drawdowns for Historical Market$','Drawdowns for Historical Market$','Drawdowns for Historical Market$'"
254,890Portal,Default,Backtest Asset Allocation Dashboard,Drawdowns,Drawdowns (Worst 10),Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,9,"Underwater Period,Client,Recovery Time,Drawdown (%),Rank,Start,Length,End,Recovery By","'Worst 10 Drawdowns$','Annual returns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$'"
255,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Return Decomposition,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,3,"Return,Name,Client","'Portfolio Risk-Return Decomp$','Portfolio Components$','Portfolio Risk-Return Decomp$'"
256,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Monthly Correlations,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,5,"Client Correlation,US Stock Market,Name,10-year Treasury,Client","'Portfolio Risk-Return Decomp$','Portfolio Risk-Return Decomp$','Portfolio Components$','Portfolio Risk-Return Decomp$','Portfolio Risk-Return Decomp$'"
257,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,9,"Name,Stdev (%),Max. Drawdown (%),Sortino Ratio,Worst Year (%),Best Year (%),US Mkt Correlation,CAGR (%),Sharpe Ratio","'Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$'"
258,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Risk Decomposition,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,3,"Name,Risk,Client","'Portfolio Components$','Portfolio Risk-Return Decomp$','Portfolio Risk-Return Decomp$'"
259,890Portal,Default,Backtest Asset Allocation Dashboard,Rolling Returns Analysis,Sheet 4,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Rolling Period (Years),Client,Annualized return","'Rolling Returns$','Rolling Returns$','Rolling Returns$'"
260,890Portal,Default,Backtest Asset Allocation Dashboard,Rolling Returns Trend,Sheet 7,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,4,"Year,Rolling Period (Years),Client,Annualized return","'Annual returns$','Rolling Returns$','Rolling Returns$','Rolling Returns$'"
261,890Portal,Default,Backtest Asset Allocation Dashboard v3,Asset Allocation,Sheet 6 (2),Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Target Allocation  (%),Client,Actual Allocation (%)","'Asset Allocation$','Annual returns$','Asset Allocation$'"
262,890Portal,Default,Backtest Asset Allocation Dashboard v3,Asset Allocation,Target Allocation,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Target Allocation  (%),Client,Asset Class","'Asset Allocation$','Asset Allocation$','Asset Allocation$'"
263,890Portal,Default,Backtest Asset Allocation Dashboard v3,Asset Allocation,Actual Allocation,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Client,Actual Allocation (%),Asset Class","'Asset Allocation$','Asset Allocation$','Asset Allocation$'"
264,890Portal,Default,Backtest Asset Allocation Dashboard v3,Asset Allocation,Sheet 6,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,4,"Target Allocation  (%),Client,Actual Allocation (%),Asset Class","'Asset Allocation$','Asset Allocation$','Asset Allocation$','Asset Allocation$'"
265,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Performance,Sheet 9,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Performance Values,Metric,Client","'Portfolio Performance$','Portfolio Performance$','Annual returns$'"
266,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Performance,Sheet 6 (3),Trade Dates (historical trades for clients (Demo)),historical trades for clients (Demo).xlsx,excel-direct,4,"Exchange,Buy/Sell,Date,Client","'Trade Dates$','Trade Dates$','Trade Dates$','Trade Dates$'"
267,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Growth and Returns,Sheet 16,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Client,Year,Returns (%)","'Annual returns$','Annual returns$','Annual returns$'"
268,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Growth and Returns,Sheet 16 (2),Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Client,Year,Balance","'Annual returns$','Annual returns$','Annual returns$'"
269,890Portal,Default,Backtest Asset Allocation Dashboard v3,Annual Returns and Balance Data,Sheet 11,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,5,"Client,Year,Balance,Returns (%),Inflation (%)","'Annual returns$','Annual returns$','Annual returns$','Annual returns$','Annual returns$'"
270,890Portal,Default,Backtest Asset Allocation Dashboard v3,Risk and Return Metrics,Sheet 10,Asset Allocation Data v1,Asset Allocation Data v1.xlsx,excel-direct,3,"Client,Metric,Values","'Risk and Return Metrics$','Risk and Return Metrics$','Risk and Return Metrics$'"
271,890Portal,Default,Backtest Asset Allocation Dashboard v3,Drawdowns,Drawdowns (Worst 10),Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,9,"Drawdown (%),Underwater Period,Recovery Time,Client,Length,Rank,End,Start,Recovery By","'Worst 10 Drawdowns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$','Annual returns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$','Worst 10 Drawdowns$'"
272,890Portal,Default,Backtest Asset Allocation Dashboard v3,Drawdowns,Drawdowns for Historical Market Stress Period,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,5,"Stress Period,Client,Drawdowns (%),End,Start","'Drawdowns for Historical Market$','Annual returns$','Drawdowns for Historical Market$','Drawdowns for Historical Market$','Drawdowns for Historical Market$'"
273,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Monthly Correlations,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,3,"Name,Client Correlation,Client","'Portfolio Components$','Portfolio Risk-Return Decomp$','Portfolio Risk-Return Decomp$'"
274,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Return Decomposition,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,3,"Return,Name,Client","'Portfolio Risk-Return Decomp$','Portfolio Components$','Portfolio Risk-Return Decomp$'"
275,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Risk Decomposition,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,3,"Name,Risk,Client","'Portfolio Components$','Portfolio Risk-Return Decomp$','Portfolio Risk-Return Decomp$'"
276,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,9,"CAGR (%),Sortino Ratio,Sharpe Ratio,US Mkt Correlation,Name,Stdev (%),Best Year (%),Max. Drawdown (%),Worst Year (%)","'Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$','Portfolio Components$'"
277,890Portal,Default,Backtest Asset Allocation Dashboard v3,Rolling Returns Analysis,Sheet 4,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,3,"Annualized return,Rolling Period (Years),Client","'Rolling Returns$','Rolling Returns$','Rolling Returns$'"
278,890Portal,Default,Backtest Asset Allocation Dashboard v3,Rolling Returns Trend,Sheet 7,Annual returns (Asset Allocation Data),Asset Allocation Data v1.xlsx,excel-direct,4,"Annualized return,Year,Rolling Period (Years),Client","'Rolling Returns$','Annual returns$','Rolling Returns$','Rolling Returns$'"
279,890Portal,Default,GHG Emission,Dashboard 1,GHG Emission,historical_emission (historical_emissions),historical_emissions.xlsx,excel-direct,3,"Year,Country,Meaure","historical_emission,historical_emission,historical_emission"
280,890Portal,Default,dummy_new,Car Track At Port,Sheet 9,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
281,890Portal,Default,dummy_new,Car Track At Port,Sheet 4,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,18,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Production Date,Batch ID,Path No,Destination Port,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
282,890Portal,Default,dummy_new,Car Track At Port,Sheet 2,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,18,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Production Date,Batch ID,Path No,Destination Port,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
283,890Portal,Default,dummy_new,Car Track At Port,Sheet 48,Sheet1 (Glossary_Dummy) (2),,,0,,
284,890Portal,Default,dummy_new,Car Track At Port,Sheet 10,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
285,890Portal,Default,dummy_new,Car Track At Port,Sheet 1,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,20,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Ideal Lead Time,Production Date,Batch ID,Path No,Destination Port,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID,Avg Temp.","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
286,890Portal,Default,dummy_new,Car Track At Port,Sheet 3,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,18,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Production Date,Batch ID,Path No,Destination Port,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
287,890Portal,Default,dummy_new,Car Track At Port,Sheet 42,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,17,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Production Date,Batch ID,Destination Port,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
288,890Portal,Default,dummy_new,Car Track At Port,Sheet 27,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
289,890Portal,Default,dummy_new,Car Track At Port,Sheet 17,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
290,890Portal,Default,dummy_new,Car Track At Port,Sheet 21,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
