Unnamed: 0,Site_name,Project_name,Workbook_name,Dashboard_name,Sheet_name,Datasource_name,Database_name,Database_connection,Number of columns,Column_name,Table_name,Description
288,890Portal,Default,dummy_new,Car Track At Port,Sheet 27,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 27"" in the workbook ""dummy_new"" contains data related to the tracking of cars at a port. The dashboard created using this data is called ""Car Track At Port"" and is located in the Default project of the 890Portal site. The data is sourced from an Excel file named ""Dummy.xlsx"" and the database connection used is ""excel-direct"". The data contains 23 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The table name for this data is ""map_data_inland_1""."
289,890Portal,Default,dummy_new,Car Track At Port,Sheet 17,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 17"" in the workbook ""dummy_new"" contains data related to car tracking at a port. The dashboard created using this data is called ""Car Track At Port"" and is located in the Default project on the 890Portal site. The data is sourced from an Excel file named ""Dummy.xlsx"" using a direct connection to the ""map_data_inland_1"" datasource. The table ""map_data_inland_1"" has 23 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, etc. The data in this sheet is used to track the movement of cars through various stages such as production, port arrival, customs, warehouse, dealer arrival, etc. The sheet provides information such as car weight, seat capacity, engine ID, and other details related to the cars being tracked."
290,890Portal,Default,dummy_new,Car Track At Port,Sheet 21,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 21"" is a part of the ""Car Track At Port"" dashboard in the ""dummy_new"" workbook under the ""Default"" project in the ""890Portal"" site. The sheet uses data from the ""map_data_inland_1"" datasource, which is connected to the ""Dummy.xlsx"" database through the ""excel-direct"" connection. The sheet contains 23 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The table name for all the columns is ""map_data_inland_1"". Based on the column names, it appears that the sheet contains data related to the tracking of cars at a port, including their production and delivery dates, weight, distance traveled, and other details."
291,890Portal,Default,dummy_new,Car Track At Port,Sheet 28,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 28"" in the workbook ""dummy_new"" contains data related to the tracking of cars at a port. The dashboard created using this data is called ""Car Track At Port"". The data is sourced from a datasource named ""map_data_inland_1 (Dummy)"" which is connected to an Excel database named ""Dummy.xlsx"" using a direct connection. The data consists of 23 columns with column names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The table name for all columns is ""map_data_inland_1""."
292,890Portal,Default,dummy_new,Car Track At Port,Sheet 49,Sheet1 (Glossary_Dummy) (2),,,0,,,"Unfortunately, without any information about the data contained in the Sheet 49 or the purpose of the dashboard, it is not possible to provide a summary of the sheet with the data."
293,890Portal,Default,dummy_new,Car Track At Inland,Sheet 9,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 9"" is a part of the ""Car Track At Inland"" dashboard in the ""dummy_new"" workbook, which belongs to the ""Default"" project in the ""890Portal"" site. The sheet uses data from the ""map_data_inland_1"" datasource, which is an Excel file named ""Dummy.xlsx"" connected through the ""excel-direct"" connection. The sheet contains 23 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The table name for all the columns is ""map_data_inland_1"". Based on this information, it can be inferred that the sheet contains data related to the tracking of cars in the inland region, including details about their production, transportation, and delivery to dealerships."
294,890Portal,Default,dummy_new,Car Track At Inland,Sheet 43,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,22,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 43"" in the workbook ""dummy_new"" contains data related to car tracking at inland locations. The data is sourced from the datasource ""map_data_inland_1"" which is connected to the database ""Dummy.xlsx"" using the connection ""excel-direct"". The sheet contains 22 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The table name for all the columns is ""map_data_inland_1"". Overall, the sheet provides information on the movement and status of cars at inland locations."
295,890Portal,Default,dummy_new,Car Track At Inland,Sheet 48,Sheet1 (Glossary_Dummy) (2),,,0,,,"Unfortunately, without any information on the column count, column name, or table name, it is impossible to provide a summary of the sheet with the data."
296,890Portal,Default,dummy_new,Car Track At Inland,Sheet 44,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,14,"Car ID,Warehouse Out,Dealer_Arrival,Ideal Lead Time,Retail_Date,Path Id,Production Date,Batch ID,Path No,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 44"" in the workbook ""dummy_new"" contains data related to tracking cars at inland locations. The data is sourced from an Excel file named ""Dummy.xlsx"" and the connection to the database is established using the ""excel-direct"" connection. The data is stored in a table named ""map_data_inland_1"" and has 14 columns including Car ID, Warehouse Out, Dealer Arrival, Ideal Lead Time, Retail Date, Path ID, Production Date, Batch ID, Path No, Destination Port, Distance in km, Dealer Receipt, City, and Dealer Name. The dashboard created using this data is named ""Car Track At Inland"" and is located in the project ""Default"" under the site name ""890Portal""."
297,890Portal,Default,dummy_new,Car Track At Inland,Sheet 10,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 10"" in the ""dummy_new"" workbook contains data related to car tracking at inland locations. The data is sourced from a datasource named ""map_data_inland_1"" which is connected to an Excel database named ""Dummy.xlsx"" using a direct connection. The sheet contains 23 columns with column names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The table name for all columns is ""map_data_inland_1"". The sheet provides information on various stages of the car tracking process such as production, shipment, and delivery to dealers."
298,890Portal,Default,dummy_new,Car Track At Inland,Sheet 1 (3),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,15,"Car ID,Warehouse Out,Port Arrival,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Path No,Destination Port,Distance_in_km,Average_Cost,Dealer_Receipt,City,Dealer_Name","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 1 (3)"" in the workbook ""dummy_new"" contains data related to the tracking of cars at Inland. The data is sourced from the database ""Dummy.xlsx"" using the connection ""excel-direct"" and the datasource ""map_data_inland_1 (Dummy)"". There are 15 columns in the dataset with column names including Car ID, Warehouse Out, Port Arrival, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Path No, Destination Port, Distance_in_km, Average_Cost, Dealer_Receipt, City, and Dealer_Name. The table name for all columns is ""map_data_inland_1""."
299,890Portal,Default,dummy_new,Car Track At Inland,Sheet 27,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 27"" in the workbook ""dummy_new"" contains data related to the tracking of cars at Inland. The data is sourced from the database ""Dummy.xlsx"" through the datasource ""map_data_inland_1"" using the database connection ""excel-direct"". The sheet contains 23 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, etc. The table name for all the columns is ""map_data_inland_1"". The data appears to be related to the movement of cars from production to retail, with information on various stages such as PDI, customs, warehouse, dealer arrival, etc. There is also information on the batch ID, destination port, distance in km, dealer name, seat capacity, type class car, engine ID, etc. Overall, the sheet provides a comprehensive view of the movement of cars at Inland."
300,890Portal,Default,dummy_new,Car Track At Inland,Sheet 17,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 17"" in the workbook ""dummy_new"" contains data related to the tracking of cars at Inland. The data is sourced from the database ""Dummy.xlsx"" and the datasource used is ""map_data_inland_1 (Dummy)"". The sheet has 23 columns with column names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The table name for all the columns is ""map_data_inland_1"". The sheet provides information on the movement of cars from production to retail, including details such as weight, distance, and time taken at various stages."
301,890Portal,Default,dummy_new,Car Track At Inland,Sheet 21,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 21"" in the workbook ""dummy_new"" contains data related to the tracking of cars at Inland. The data is sourced from the database ""Dummy.xlsx"" through the datasource ""map_data_inland_1"" using the database connection ""excel-direct"". The sheet contains 23 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The sheet appears to be a part of a larger dashboard named ""Car Track At Inland"" in the project ""Default"" on the site ""890Portal""."
302,890Portal,Default,dummy_new,Car Track At Inland,Sheet 3 (2),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,20,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Path No,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Pre Warehouse Entry","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 3 (2)"" in the workbook ""dummy_new"" contains data related to the tracking of cars at Inland. The data is sourced from a datasource named ""map_data_inland_1"" which is connected to an Excel database named ""Dummy.xlsx"" through a direct connection named ""excel-direct"". The sheet contains 20 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Path No, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, and Pre Warehouse Entry. The table name for all the columns is ""map_data_inland_1"". Overall, the sheet provides information on the various stages of the car tracking process at Inland."
303,890Portal,Default,dummy_new,Car Track At Inland,Sheet 2 (3),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,17,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Path No,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 2 (3)"" in the workbook ""dummy_new"" contains data related to car tracking at inland locations. The data is sourced from a datasource named ""map_data_inland_1"" which is connected to an Excel database named ""Dummy.xlsx"" using a direct connection. The data contains 17 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Path No, Destination Port, Distance_in_km, Dealer_Receipt, City, and Dealer_Name. The table name for the datasource is also ""map_data_inland_1"". Overall, the sheet provides information on the movement of cars through various stages of the supply chain at inland locations."
304,890Portal,Default,dummy_new,Car Track At Inland,Sheet 28,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 28"" in the workbook ""dummy_new"" contains data related to the tracking of cars at inland locations. The data is sourced from the database ""Dummy.xlsx"" through the datasource ""map_data_inland_1"" using the database connection ""excel-direct"". The sheet has 23 columns with names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The table name for all the columns is ""map_data_inland_1"". Overall, the sheet provides information on the various stages of car tracking at inland locations."
305,890Portal,Default,dummy_new,Car Track At Inland,Sheet 49,Sheet1 (Glossary_Dummy) (2),,,0,,,"Unfortunately, without any information on the data itself, it is impossible to provide a summary of the sheet. The metadata only provides information on the dashboard, workbook, project, site name, sheet name, datasource, database, db connection, column count, column name, and table name."
306,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 17 (2),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,7,"Car Weight,Destination Port,City,Dealer_Name,Seat Capacity,Type Class Car,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 17 (2)"" in the workbook ""dummy_new"" contains data related to car transportation in Mumbai Port and its surrounding areas. The data is sourced from the database named ""Dummy.xlsx"" through the datasource ""map_data_inland_1 (Dummy)"" using the database connection ""excel-direct"". The table name for the data is ""map_data_inland_1"". The sheet contains 7 columns with the following names - Car Weight, Destination Port, City, Dealer_Name, Seat Capacity, Type Class Car, and Engine ID. The data in the sheet is related to car transportation and includes information such as the weight of the car, the destination port, the city, the dealer name, the seat capacity, the type of car, and the engine ID. The dashboard named ""Mumbai Port_Demographic"" is likely to present visualizations based on this data."
307,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 9,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1","The sheet named ""Sheet 9"" in the workbook ""dummy_new"" contains data related to the Mumbai Port Demographic. The data is sourced from the database ""Dummy.xlsx"" through the datasource ""map_data_inland_1"" using the database connection ""excel-direct"". The table ""map_data_inland_1"" is used 23 times with column names such as Car ID, Pdi Ok, Warehouse Out, Customs, PDI_Entry, Port Arrival, Pre Warehouse Exit, Car Weight, Dealer_Arrival, Ideal Lead Time, Retail_Date, Production Date, Batch ID, Destination Port, Distance_in_km, Dealer_Receipt, City, Dealer_Name, Warehouse In, Seat Capacity, Type Class Car, Pre Warehouse Entry, and Engine ID. The sheet likely contains visualizations and analysis related to the demographic data of Mumbai Port."
308,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 38,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,2,"Cargo Name,Car ID","Dummy_Mumbai,Dummy_Mumbai","The sheet named ""Sheet 38"" in the dashboard ""Mumbai Port_Demographic"" displays data related to cargo and car ID in Mumbai. The data is sourced from a datasource named ""Dummy_Mumbai"" which is connected to an Excel database named ""Dummy_MumbaiFinal.xlsx"" using a direct connection. The sheet contains two columns named ""Cargo Name"" and ""Car ID"" and the data is stored in tables named ""Dummy_Mumbai"" and ""Dummy_Mumbai"". The sheet provides a summary of the cargo and car ID data for Mumbai Port."
309,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 48,Sheet1 (Glossary_Dummy) (2),,,0,,,"Unfortunately, without any information on the column count, column name, and table name, it is not possible to provide a summary of the sheet with the data."
310,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 36,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,20,"M-6,M-5,Cars Arriving,Avg. Temp.,M-10,M-1,Cars Waiting,M-2,M-11,Cargo Name,M-7,M-8,Month,M-4,M-3,CC prediction,M-9,FTA_1,day,Interior","Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai","The sheet named ""Sheet 36"" in the workbook ""dummy_new"" contains a dashboard titled ""Mumbai Port_Demographic"" which is located in the Default project of the 890Portal site. The dashboard uses data from a datasource named ""Dummy_Mumbai"" which is connected to an Excel file named ""Dummy_MumbaiFinal.xlsx"" using a direct connection. The datasource contains 20 columns with names such as ""M-6"", ""Cars Arriving"", ""Avg. Temp."", ""Cargo Name"", ""Month"", ""CC prediction"", ""FTA_1"", ""day"", and ""Interior"". The data is sourced from 20 tables with the same name ""Dummy_Mumbai"" within the datasource. The sheet provides demographic information related to the Mumbai Port, including details on cars and cargo arriving and waiting, temperature, and predictions related to cargo and trade."
