,Site_name,Project_name,Workbook_name,Dashboard_name,Datasource_name,Database_name,Database_connection,Column_name,Table_name
1763,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Avg. Temp.,Dummy_Mumbai
2066,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Engine ID,Dummy_Mumbai
1978,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Car ID,Dummy_Mumbai
1977,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Cargo Name,Dummy_Mumbai
2065,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,CC prediction,Dummy_Mumbai
1758,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Car ID,Dummy_Mumbai
2064,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Seat Capacity,Dummy_Mumbai
1779,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Interior,Dummy_Mumbai
1764,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-10,Dummy_Mumbai
1765,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-1,Dummy_Mumbai
1766,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Cars Waiting,Dummy_Mumbai
1778,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,day,Dummy_Mumbai
2063,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,City,Dummy_Mumbai
1760,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-6,Dummy_Mumbai
2778,890Portal,Default,Peakon FS,Dashboard 1,FS Comments (Comments ACIS  FS with Attrition),Comments ACIS  FS with Attrition.xlsx,excel-direct,Sentiment,FS Comments$
2823,890Portal,Default,Peakon FS,Dashboard 2,FS Comments (Comments ACIS  FS with Attrition),Comments ACIS  FS with Attrition.xlsx,excel-direct,Month,FS Comments$
2780,890Portal,Default,Peakon FS,Dashboard 1,FS Comments (Comments ACIS  FS with Attrition),Comments ACIS  FS with Attrition.xlsx,excel-direct,Driver,FS Comments$
2826,890Portal,Default,Peakon FS,Dashboard 2,FS Comments (Comments ACIS  FS with Attrition),Comments ACIS  FS with Attrition.xlsx,excel-direct,Question,FS Comments$
2779,890Portal,Default,Peakon FS,Dashboard 1,FS Comments (Comments ACIS  FS with Attrition),Comments ACIS  FS with Attrition.xlsx,excel-direct,Date,FS Comments$
2822,890Portal,Default,Peakon FS,Dashboard 2,FS Comments (Comments ACIS  FS with Attrition),Comments ACIS  FS with Attrition.xlsx,excel-direct,Score,FS Comments$
2818,890Portal,Default,Peakon FS,Dashboard 2,FS Comments (Comments ACIS  FS with Attrition),Comments ACIS  FS with Attrition.xlsx,excel-direct,Sentiment,FS Comments$
2817,890Portal,Default,Peakon FS,Dashboard 2,FS Comments (Comments ACIS  FS with Attrition),Comments ACIS  FS with Attrition.xlsx,excel-direct,Date,FS Comments$
2812,890Portal,Default,Peakon FS,Dashboard 2,FS Comments (Comments ACIS  FS with Attrition),Comments ACIS  FS with Attrition.xlsx,excel-direct,Driver,FS Comments$
686,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,Risk level,Industry Risk$
685,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,F1,Industry Risk$
800,890Portal,Default,Covid 19 External V6,Geo Industry Risk,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,Risk level,Industry Risk$
797,890Portal,Default,Covid 19 External V6,Geo Industry Risk,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,F1,Industry Risk$
2630,890Portal,Default,dummy_new,City Level Analysis,MapDataDummy,MapDataDummy.csv,textscan,Path ID,MapDataDummy.csv
2629,890Portal,Default,dummy_new,City Level Analysis,MapDataDummy,MapDataDummy.csv,textscan,No. of Cars Intime,MapDataDummy.csv
2628,890Portal,Default,dummy_new,City Level Analysis,MapDataDummy,MapDataDummy.csv,textscan,Warehouse Out,MapDataDummy.csv
2627,890Portal,Default,dummy_new,City Level Analysis,MapDataDummy,MapDataDummy.csv,textscan,Destination Port,MapDataDummy.csv
2626,890Portal,Default,dummy_new,City Level Analysis,MapDataDummy,MapDataDummy.csv,textscan,City,MapDataDummy.csv
2625,890Portal,Default,dummy_new,City Level Analysis,MapDataDummy,MapDataDummy.csv,textscan,No. of Cars Delayed,MapDataDummy.csv
2631,890Portal,Default,dummy_new,City Level Analysis,MapDataDummy,MapDataDummy.csv,textscan,No. of Cars,MapDataDummy.csv
2624,890Portal,Default,dummy_new,City Level Analysis,MapDataDummy,MapDataDummy.csv,textscan,Path_Order,MapDataDummy.csv
577,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Opprtunity Breakup,Clipboard_20200514T114922.xls,excel-direct,CTT Sign Date,Sheet1
578,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Opprtunity Breakup,Clipboard_20200514T114922.xls,excel-direct,Account Type,Sheet1
579,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Opprtunity Breakup,Clipboard_20200514T114922.xls,excel-direct,Converted Booking,Sheet1
580,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Opprtunity Breakup,Clipboard_20200514T114922.xls,excel-direct,Opportunity Type,Sheet1
581,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Opprtunity Breakup,Clipboard_20200514T114922.xls,excel-direct,Account Name,Sheet1
576,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Opprtunity Breakup,Clipboard_20200514T114922.xls,excel-direct,stage,Sheet1
575,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Opprtunity Breakup,Clipboard_20200514T114922.xls,excel-direct,Sector,Sheet1
1175,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Max. Drawdown (%),Portfolio Components$
1176,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Sortino Ratio,Portfolio Components$
1173,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Name,Portfolio Components$
1178,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Best Year (%),Portfolio Components$
1179,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,US Mkt Correlation,Portfolio Components$
1180,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,CAGR (%),Portfolio Components$
1168,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Client Correlation,Portfolio Risk-Return Decomp$
1172,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Client,Portfolio Risk-Return Decomp$
1171,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,10-year Treasury,Portfolio Risk-Return Decomp$
1165,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Return,Portfolio Risk-Return Decomp$
1174,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Stdev (%),Portfolio Components$
1177,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Worst Year (%),Portfolio Components$
1240,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Name,Portfolio Components$
1241,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Client Correlation,Portfolio Risk-Return Decomp$
1242,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Client,Portfolio Risk-Return Decomp$
1243,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Return,Portfolio Risk-Return Decomp$
1247,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Risk,Portfolio Risk-Return Decomp$
1249,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,CAGR (%),Portfolio Components$
1250,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Sortino Ratio,Portfolio Components$
1251,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Sharpe Ratio,Portfolio Components$
1252,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,US Mkt Correlation,Portfolio Components$
1254,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Stdev (%),Portfolio Components$
1255,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Best Year (%),Portfolio Components$
1256,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Max. Drawdown (%),Portfolio Components$
1257,890Portal,Default,Backtest Asset Allocation Dashboard v3,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Worst Year (%),Portfolio Components$
1183,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Risk,Portfolio Risk-Return Decomp$
1181,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,Sharpe Ratio,Portfolio Components$
1169,890Portal,Default,Backtest Asset Allocation Dashboard,Portfolio Analysis,Portfolio Components (Portfolio),Portfolio.xlsx,excel-direct,US Stock Market,Portfolio Risk-Return Decomp$
837,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Primary Data Sheet 17jul,"Primary Data Sheet 17jul.csv,insurance analytics file.xlsx","textscan,excel-direct",New Risk Score,Primary Data Sheet 17jul.csv
390,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Primary Data Sheet 17jul,"insurance analytics file.xlsx,Primary Data Sheet 17jul.csv","excel-direct,textscan",New Risk Score,Primary Data Sheet 17jul.csv
383,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Primary Data Sheet 17jul,"insurance analytics file.xlsx,Primary Data Sheet 17jul.csv","excel-direct,textscan",c#custmr_pol_id,Insurance analytics file$
822,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Primary Data Sheet 17jul,"Primary Data Sheet 17jul.csv,insurance analytics file.xlsx","textscan,excel-direct",% of customers,Primary Data Sheet 17jul.csv
823,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Primary Data Sheet 17jul,"Primary Data Sheet 17jul.csv,insurance analytics file.xlsx","textscan,excel-direct",New total claim amount,Insurance analytics file$
384,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Primary Data Sheet 17jul,"insurance analytics file.xlsx,Primary Data Sheet 17jul.csv","excel-direct,textscan",New total claim amount,Insurance analytics file$
391,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Primary Data Sheet 17jul,"insurance analytics file.xlsx,Primary Data Sheet 17jul.csv","excel-direct,textscan",% of customers,Primary Data Sheet 17jul.csv
836,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Primary Data Sheet 17jul,"Primary Data Sheet 17jul.csv,insurance analytics file.xlsx","textscan,excel-direct",c#custmr_pol_id,Insurance analytics file$
2951,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,gender,Gender Details$
2950,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Source,Gender Details$
2949,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Country,Recrutiment Data$
2948,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Gender,Recrutiment Data$
2946,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Region,Recrutiment Data$
2945,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Status,Recrutiment Data$
2944,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,date_posted,Recrutiment Data$
2943,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,job_id,Gender Details$
2942,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,BU,Recrutiment Data$
2941,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Position,Recrutiment Data$
2940,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Department,Recrutiment Data$
2939,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,VizId,Viz
2947,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,job_level,Recrutiment Data$
2869,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,# of Reqs,Recrutiment Data$
2958,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,appl_id,Gender Details$
2929,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Status,Viz
2933,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Recruiter,Viz
2864,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,JobId,Viz
2856,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,time_to_hire,Recrutiment Data$
2872,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,VizSide,Viz
2926,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Experience (Yrs),Recrutiment Data$
2924,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,# of Applicants,Recrutiment Data$
2905,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,TTF,Recrutiment Data$
2907,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Skill Set Category,Recrutiment Data$
2911,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Skills,Recrutiment Data$
2968,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,# of Hires,Recrutiment Data$
2967,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,# of Assessments,Recrutiment Data$
2965,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,# of Interviews,Recrutiment Data$
2889,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Recruitment Type,Recrutiment Data$
2985,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,date_started,Recrutiment Data$
2977,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,# of Offer,Recrutiment Data$
3348,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Department,Recrutiment Data$
3187,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Status,Viz
3186,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Position,Recrutiment Data$
3184,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Experience (Yrs),Recrutiment Data$
3183,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Source,Gender Details$
3182,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,# of Applicants,Recrutiment Data$
3181,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Country,Recrutiment Data$
3180,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Gender,Recrutiment Data$
3179,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,job_level,Recrutiment Data$
3178,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Region,Recrutiment Data$
3177,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Status,Recrutiment Data$
3176,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,date_posted,Recrutiment Data$
3175,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,BU,Recrutiment Data$
3169,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Skills,Recrutiment Data$
3166,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,# of Reqs,Recrutiment Data$
3165,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Skill Set Category,Recrutiment Data$
3163,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,TTF,Recrutiment Data$
3191,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Recruiter,Viz
3216,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,appl_id,Gender Details$
3209,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,gender,Gender Details$
3201,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,job_id,Gender Details$
3197,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,VizId,Viz
3122,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,JobId,Viz
3114,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,time_to_hire,Recrutiment Data$
3147,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Recruitment Type,Recrutiment Data$
3130,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,VizSide,Viz
3336,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Stage,Funnel
3333,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,# of Applicants,Funnel
3327,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,Recruiter,Recrutiment Data$
3244,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,date_hired,Recrutiment Data$
3238,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,date_requisition,Recrutiment Data$
3228,890Portal,Default,Recruitment Dashboard,Dashboard 2,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,date_started,Recrutiment Data$
3001,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,date_hired,Recrutiment Data$
2995,890Portal,Default,Recruitment Dashboard,Dashboard,Recrutiment Data,Recrutiment Data.xlsx,excel-direct,date_requisition,Recrutiment Data$
302,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,NET_INVESTMENT_INCOME,Revenue Analysis$
301,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,YEAR,Revenue Analysis$
300,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,EARNED_PREMIUM,Revenue Analysis$
298,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,CLAIMS_LOSS,Revenue Analysis$
292,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,Expense Ratio,Revenue Analysis$
296,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,FEE_INCOME,Revenue Analysis$
291,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,Loss Ratio,Revenue Analysis$
294,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,TOTAL_REVENUES,Revenue Analysis$
306,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,OPERATING_COST,Revenue Analysis$
304,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,NET_REALIZED_CAPITAL_GAIN,Revenue Analysis$
290,890Portal,Default,Consolidated Cookbook,Comparison of Financial Metrics,Revenue Analysis (Finance Data),Finance Data.xlsx,excel-direct,Combined Ratio,Revenue Analysis$
389,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Sheet1,Sheet1.csv,textscan,Final Driver Performance Score,Sheet1.csv
838,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Sheet1,Sheet1.csv,textscan,Final Driver Performance Score,Sheet1.csv
689,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,Expected Impact on Capgemini,Sheet1
683,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,Impact,Sheet1
684,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,Industry,Sheet1
688,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,ABC Blank,Sheet1
681,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,Account Name,Sheet1
561,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,Impact,Sheet1
560,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,News Mentions,Sheet1
559,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,Account Name,Sheet1
625,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,Industry,Sheet1
693,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,Country (copy),Sheet1
682,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,News Mentions,Sheet1
562,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,Industry,Sheet1
610,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Account Type,Sheet1
